,empty_slots,free_bikes,station_id,latitude,longitude,station_name,poi_id,poi_name,review_count,rating,price,distance,full_address
70,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,9SSQNmfpLEK_p3otvMVy9Q,Born and Raised,25.0,4.0,2,445.9030296944546,"['224 James Street N', 'Hamilton, ON L8R 2L3', 'Canada']"
71,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,ouKTL8ajZ2BGPRf33xwGWA,Pho Nhung,18.0,4.5,0,502.1652102773338,"['85 Queen St N', 'Hamilton, ON L8R 2V5', 'Canada']"
72,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,1,927.883474883853,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']"
73,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,2,685.094521757303,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']"
74,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,hqNHaNUTkM_WpzMdfNBWMA,Synonym,12.0,4.5,0,543.418659310019,"['328 James Street N', 'Hamilton, ON L8L 1H2', 'Canada']"
75,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,F62oIPt7-CwuYHJ6vXp-HQ,Black Forest Inn European Cuisine,54.0,4.0,2,1284.8717827995845,"['255 King Street E', 'Hamilton, ON L8N 1B9', 'Canada']"
76,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,Q3urZhGC4If6AGEhzDVqnQ,Green Bar,17.0,4.5,1,448.5235287692835,"['236 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']"
77,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,PAVNadox4HMXl-xdsjbjhg,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,41.0,4.0,2,764.5387203432844,"['43 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']"
78,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,YGPmtIFExK1InW_zafl4MA,Mesa,57.0,4.0,2,435.0991366044112,"['255 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']"
79,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,UjLcwqwsakC1izyU_MOPbQ,Crystal Dynasty Chinese Restaurant,32.0,3.0,2,134.63389025730868,"['94 Cannon Street W', 'Hamilton, ON L8R 2B6', 'Canada']"
80,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,9oIPWjU3DvtSdORv6I2toQ,The Ship,209.0,4.0,2,573.3439193246847,"['23 Augusta Street', 'Hamilton, ON L8N 1P6', 'Canada']"
81,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,3,588.9193688858683,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']"
82,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,2,599.6280119911215,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']"
83,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,2,624.3597694948429,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']"
84,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,3,567.3170618031849,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']"
85,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,zldX2jhIDUBJzaEPYiSWUQ,Radius,93.0,3.0,3,514.6893854561074,"['151 James Street S', 'Hamilton, ON L8P 2Z5', 'Canada']"
86,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,1,586.4644007855065,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']"
