,poi_id,name,review_count,rating,price,distance,full_address,station_id
9,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,759.3794796955814,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",3527ca2c4e22a011c0615126afce23d5
10,F62oIPt7-CwuYHJ6vXp-HQ,Black Forest Inn European Cuisine,54.0,4.0,$$,997.0002778526483,"['255 King Street E', 'Hamilton, ON L8N 1B9', 'Canada']",3527ca2c4e22a011c0615126afce23d5
11,GTAJyJuT_sE0byRLTdM5sA,Sapporo Japanese Restaurant,91.0,3.5,$$,683.8076065832387,"['96 Main St E', 'Hamilton, ON L8N 1G3', 'Canada']",3527ca2c4e22a011c0615126afce23d5
12,iw93YnBbQg8LOguSQy0tiA,Odds Bar,4.0,4.0,,257.7997052456005,"['164 James Street S', 'Hamilton, ON L8P 3A2', 'Canada']",3527ca2c4e22a011c0615126afce23d5
13,kNn6nu55-0DYEwfG-XGGKw,La Piazza Allegra,8.0,3.5,$$,180.78765794573616,"['180 James Street S', 'Hamilton, ON L8P 4V1', 'Canada']",3527ca2c4e22a011c0615126afce23d5
14,fSDLTksnphwPJ4ZXHbxYIQ,Royal Pizza & Wings,21.0,3.5,$,180.78765794573616,"['180 James Street S', 'Hamilton, ON L8P 4V1', 'Canada']",3527ca2c4e22a011c0615126afce23d5
15,PAVNadox4HMXl-xdsjbjhg,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,41.0,4.0,$$,937.0321584419493,"['43 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",3527ca2c4e22a011c0615126afce23d5
16,SxE08BnAeJwJEaobIEGQ7Q,Shakespeare's Steak and Seafood,23.0,4.0,$$$,899.0853405452689,"['181 Main Street E', 'Hamilton, ON L8N 1H2', 'Canada']",3527ca2c4e22a011c0615126afce23d5
17,JPsfA7czh0PusUKqpduDUA,Ajio Sushi,41.0,4.0,$$,885.9392111884996,"['161 King Street E', 'Hamilton, ON L8R 1J6', 'Canada']",3527ca2c4e22a011c0615126afce23d5
18,_Tl4-DH2ci_AVXq028__sg,Burrito Boyz,45.0,4.0,$,796.1309770971842,"['66 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",3527ca2c4e22a011c0615126afce23d5
19,0ml0G1-C11SzghAuiXcavg,The Pheasant Plucker,24.0,3.0,$$,283.32778795632765,"['20 Augusta Street', 'Hamilton, ON L8N 1P7', 'Canada']",3527ca2c4e22a011c0615126afce23d5
0,ouKTL8ajZ2BGPRf33xwGWA,Pho Nhung,18.0,4.5,,286.0318895249107,"['85 Queen St N', 'Hamilton, ON L8R 2V5', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
1,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,$$$,1156.0321101316044,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
2,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,$$,1199.800417900505,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
3,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,$$,1180.4728124896656,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
4,hokatJ4ORfrw_4dClPC16Q,Pho Lac Vien,19.0,4.0,$,264.90395604769895,"['430 York Boulevard', 'Hamilton, ON L8R 3K8', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
5,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,$$$,1140.1192408893348,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
6,0vw6fL9m6j_9U4vonPKwGg,Buona Vita Pizza,13.0,4.5,$,282.9066532955972,"['82 Queen Street  N', 'Hamilton, ON L8R 2V4', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
7,CH4A4Aa--t0A7bP1VfkMrA,Charred Chicken,118.0,4.0,$$,945.9715635695603,"['244 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
8,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,$$,574.5252021735669,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
9,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,$$,1036.0845892069747,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
10,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,1186.7305073462762,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
11,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,1315.9916342584825,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
12,iAxN1bz9JBSG_S1naWHNuw,The Burnt Tongue,89.0,4.0,$,984.6243439248098,"['10 Cannon St E', 'Hamilton, ON L8L 1Z5', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
13,TxrfCuyQThzsFUlcFqdqSw,Saint James Espresso Bar & Eatery,57.0,4.5,$$,961.926460360151,"['170 James Street N', 'Hamilton, ON L8R 2L1', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
14,AzI0Gtzjf5iWjstaNUGR-Q,Stonewalls Restaurant,36.0,2.5,$$,173.04284868264688,"['339 York Boulevard', 'Hamilton, ON L8R 2X9', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
15,RRnbO5NZq716CC8emwWedg,Mulberry Coffeehouse,76.0,4.0,$$,927.9050106788397,"['193 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
16,9SSQNmfpLEK_p3otvMVy9Q,Born and Raised,25.0,4.0,$$,952.8617526185307,"['224 James Street N', 'Hamilton, ON L8R 2L3', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
17,PAVNadox4HMXl-xdsjbjhg,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,41.0,4.0,$$,1189.4662570580465,"['43 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
18,dxsrhzpSxY9wDGbZxhIjHQ,The Coop,43.0,4.0,$$,604.4734857425797,"['274-274 King Street W', 'Hamilton, ON L8P 1J6', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
19,L3zSyRZQEeRzAkkHLgAxtw,Lulu's Shawarma,38.0,4.5,$,1288.5206325423035,"['32 John Street N', 'Hamilton, ON L8R 1H3', 'Canada']",337f37f6d8b9db34372c0cfe1a7d2595
0,ouKTL8ajZ2BGPRf33xwGWA,Pho Nhung,18.0,4.5,,18.25480283860204,"['85 Queen St N', 'Hamilton, ON L8R 2V5', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
1,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,$$,283.18296566045836,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
2,Q4oLgsU62VPR28pBm0vCXw,Earth To Table : Bread Bar,293.0,4.0,$$,1256.2208542754743,"['258 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
3,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,$$$,962.2287456256979,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
4,0vw6fL9m6j_9U4vonPKwGg,Buona Vita Pizza,13.0,4.5,$,15.4179340498596,"['82 Queen Street  N', 'Hamilton, ON L8R 2V4', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
5,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,$$,1007.7627669191245,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
6,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,$$,985.4112899583729,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
7,dxsrhzpSxY9wDGbZxhIjHQ,The Coop,43.0,4.0,$$,306.3546202849168,"['274-274 King Street W', 'Hamilton, ON L8P 1J6', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
8,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,$$$,943.358029658255,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
9,CH4A4Aa--t0A7bP1VfkMrA,Charred Chicken,118.0,4.0,$$,913.6117980714731,"['244 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
10,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,$$,893.5996822126241,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
11,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,960.3523984181195,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
12,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,$$,1057.330669092404,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
13,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,1093.768998726324,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
14,BcOccyfjH_pfu8Z871iSEQ,Ark and Anchor,14.0,4.5,$$,285.9075845771751,"['300 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
15,i8nQA6qFkr3TmSCZ1ukbGQ,Electric Diner,17.0,3.5,,391.64928739772324,"['96 George Street', 'Hamilton, ON L8P 3M8', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
16,iAxN1bz9JBSG_S1naWHNuw,The Burnt Tongue,89.0,4.0,$,876.2350069573557,"['10 Cannon St E', 'Hamilton, ON L8L 1Z5', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
17,TxrfCuyQThzsFUlcFqdqSw,Saint James Espresso Bar & Eatery,57.0,4.5,$$,867.6112501026178,"['170 James Street N', 'Hamilton, ON L8R 2L1', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
18,hokatJ4ORfrw_4dClPC16Q,Pho Lac Vien,19.0,4.0,$,465.33224312728146,"['430 York Boulevard', 'Hamilton, ON L8R 3K8', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
19,AzI0Gtzjf5iWjstaNUGR-Q,Stonewalls Restaurant,36.0,2.5,$$,147.57873497448205,"['339 York Boulevard', 'Hamilton, ON L8R 2X9', 'Canada']",8bd4d92cf10d53a1b69805e875ca2001
0,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,$$$,917.0833095304731,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",95c24984959b304fdb8bb3ab251810e9
1,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,$$,877.7686855712259,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",95c24984959b304fdb8bb3ab251810e9
2,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,$$,903.0598849899119,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",95c24984959b304fdb8bb3ab251810e9
3,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,$$$,939.2962090993651,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",95c24984959b304fdb8bb3ab251810e9
4,R3vynTtGXFYmsYEHEVQHOQ,Motel Restaurant,57.0,4.5,$$,559.8227869813229,"['359 Barton Street E', 'Hamilton, ON L8L 2X8', 'Canada']",95c24984959b304fdb8bb3ab251810e9
5,C__-O_PQ0LJ3LPtAVa9-ag,Korea House,21.0,4.0,,96.11545036281417,"['281 Cannon Street E', 'Hamilton, ON L8L 2B4', 'Canada']",95c24984959b304fdb8bb3ab251810e9
6,CH4A4Aa--t0A7bP1VfkMrA,Charred Chicken,118.0,4.0,$$,990.3594516262774,"['244 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']",95c24984959b304fdb8bb3ab251810e9
7,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,$$,904.07215775068,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']",95c24984959b304fdb8bb3ab251810e9
8,F62oIPt7-CwuYHJ6vXp-HQ,Black Forest Inn European Cuisine,54.0,4.0,$$,590.3945474706915,"['255 King Street E', 'Hamilton, ON L8N 1B9', 'Canada']",95c24984959b304fdb8bb3ab251810e9
9,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,941.8191859978889,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",95c24984959b304fdb8bb3ab251810e9
10,bXaSThGisMjuy6_6WiQihQ,Plaza Pizza & Wings,12.0,4.5,$,236.86054236221315,"['90 Wellington Street N', 'Hamilton, ON L8R 1N1', 'Canada']",95c24984959b304fdb8bb3ab251810e9
11,iAxN1bz9JBSG_S1naWHNuw,The Burnt Tongue,89.0,4.0,$,924.7965163936797,"['10 Cannon St E', 'Hamilton, ON L8L 1Z5', 'Canada']",95c24984959b304fdb8bb3ab251810e9
12,TxrfCuyQThzsFUlcFqdqSw,Saint James Espresso Bar & Eatery,57.0,4.5,$$,943.5198222886646,"['170 James Street N', 'Hamilton, ON L8R 2L1', 'Canada']",95c24984959b304fdb8bb3ab251810e9
13,RRnbO5NZq716CC8emwWedg,Mulberry Coffeehouse,76.0,4.0,$$,980.4959976031552,"['193 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']",95c24984959b304fdb8bb3ab251810e9
14,BSDejNjRUruXQxRA--9DUA,The Famous Owl Of Minerva,25.0,4.0,,613.561319490286,"['309 Main Street E', 'Hamilton, ON L8N 1H8', 'Canada']",95c24984959b304fdb8bb3ab251810e9
15,GTAJyJuT_sE0byRLTdM5sA,Sapporo Japanese Restaurant,91.0,3.5,$$,919.4307289391794,"['96 Main St E', 'Hamilton, ON L8N 1G3', 'Canada']",95c24984959b304fdb8bb3ab251810e9
16,JPsfA7czh0PusUKqpduDUA,Ajio Sushi,41.0,4.0,$$,722.1221136226343,"['161 King Street E', 'Hamilton, ON L8R 1J6', 'Canada']",95c24984959b304fdb8bb3ab251810e9
17,SxE08BnAeJwJEaobIEGQ7Q,Shakespeare's Steak and Seafood,23.0,4.0,$$$,693.8267446848839,"['181 Main Street E', 'Hamilton, ON L8N 1H2', 'Canada']",95c24984959b304fdb8bb3ab251810e9
18,9SSQNmfpLEK_p3otvMVy9Q,Born and Raised,25.0,4.0,$$,972.449482661978,"['224 James Street N', 'Hamilton, ON L8R 2L3', 'Canada']",95c24984959b304fdb8bb3ab251810e9
19,PAVNadox4HMXl-xdsjbjhg,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,41.0,4.0,$$,889.3955376462011,"['43 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",95c24984959b304fdb8bb3ab251810e9
0,jmcXDIVvsFEq7_OlzUi8qQ,Bean Bar,93.0,3.5,$$,817.3089878117362,"['1012 King Street W', 'Hamilton, ON L8S 1L4', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
1,c544C_J-M3A30TPeOYXPjg,The Phoenix Bar & Grill,18.0,4.0,$$,431.76326175526947,"['1280 Main Street W', 'Hamilton, ON L8S 4K1', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
2,VUHvOv0gV4S4TbfHK3AmtQ,Pinks,20.0,4.0,$,629.2942347327784,"['1335 Main Street W', 'Hamilton, ON L8S 1C6', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
3,dhK4egfr5b_OvQxBrjhwyA,Tim Hortons,3.0,4.5,,146.28603530521536,"['1280 Main St W', 'Cootes Paradise', 'Hamilton, ON L8S 4K1', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
4,Wb3Rs6B5y6Z-5Pdi4-j6tQ,Chung Chun Rice Hot Dog,7.0,5.0,,733.4812733474841,"['1051 King Street W', 'Hamilton, ON L8S 1L6', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
5,SZI6H6ZNLb1YD0ij38jf7Q,Delirious Burger,48.0,4.5,$,833.3165376121201,"['1008 King Street W', 'Unit B', 'Hamilton, ON L8S 1L4', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
6,AhbQMW5iC9jhXNc7gYyH5w,Pita Pit,6.0,5.0,$,680.1611803506448,"['1056 King Street West', 'Hamilton, ON L8S 1L7', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
7,6q9ODD89p-EntewcOD8J-Q,Boston Pizza,22.0,3.5,$$,1136.325988062757,"['1563 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
8,o-WonoWNOF1sxHBJMtHvnQ,Dough Box,21.0,3.5,,884.1586156613121,"['1457 Main Street W', 'Hamilton, ON L8S 1C9', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
9,RXu4WFIAUdPovJZYKh-n4w,Tally Ho,26.0,4.0,$$,866.3948339456389,"['1536 Main Street W', 'Hamilton, ON L8S 1E4', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
10,cuGwVGDSsyJEgeZ8cV9jUw,Burrito Bandidos,15.0,4.0,$,767.7503830740503,"['1028 King Street W', 'Hamilton, ON L8S 1L5', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
11,h85ZFslnsolmQUv9fzaiDw,Rawlicious,5.0,4.0,$$,746.8367058805802,"['1044 King Street W', 'Hamilton, ON L8S 1L5', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
12,TwGNm6EZYofrhW9MBSbePg,The Express Italian Eatery,17.0,3.5,,755.9976036283904,"['1034 King Street West', 'Hamilton, ON L8S 1L8', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
13,3xgdFtqUHcRosOnu3-B6fg,Maccheroni Cucina Alfresco,11.0,4.0,$$,1015.4111718253793,"['1560 Main Street W', 'Hamilton, ON L8S 1E7', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
14,ZnDcWEpGFTwMqmXhpCa6fQ,Williams Fresh Cafe,19.0,2.5,$$,631.5662660906148,"['1309 Main Street W', 'Unit A-2', 'Hamilton, ON L8S 1C5', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
15,EBZhUgUw4ETejTKYuAjurQ,Saigon Asian Restaurant,38.0,2.5,$,764.9297895281178,"['1024 King Street W', 'Hamilton, ON L8S 1L5', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
16,BWsS_MUT4TnIq-C6P8oXZQ,Nannaa,13.0,3.5,,837.3449898357891,"['1010 King St W', 'Hamilton, ON L8S 1L4', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
17,limjUYUGSKkjKM0sONKNpg,Teriyaki Experience,2.0,3.0,$,147.7887445925467,"['1280 Main Street W', 'Hamilton, ON L8S 4L8', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
18,ahHeOEsxRfbVIi-kArtslg,Prime Pita,3.0,4.5,,630.5227565586052,"['1309 Main St W', 'Hamilton, ON L8S 1C5', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
19,Wb2uSt9T0fUFCU63qg8-XQ,The Arch Noodle House,17.0,3.5,,631.5662660906148,"['1309 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",2a91db522d9c3f209772a8f35b8ee4e1
0,TqMma1y2oMUn7X7CUa326A,Hambrgr Ottawa Street,69.0,4.0,$$,844.8378248756177,"['207 Ottawa Street N', 'Hamilton, ON L8H 3Z4', 'Canada']",1846562b60f9d9469c055fed1d84898e
1,1astxknYDdqjS_tuqWA6DA,Caro Restaurant and Bar,45.0,4.5,,1134.5073330770808,"['4 Ottawa Street N', 'Hamilton, ON L8H 3Y7', 'Canada']",1846562b60f9d9469c055fed1d84898e
2,6Dllc3lnPfr8rXZ-GH1aIw,Purple Pear,19.0,4.5,$$$,397.5231404046074,"['946 Barton Street E', 'Hamilton, ON L8E 5H3', 'Canada']",1846562b60f9d9469c055fed1d84898e
3,JS8Jsxj5TFo2g3PAAfpTCQ,Cannon Coffee,124.0,4.5,$$,899.3158963956691,"['180 Ottawa Street N', 'Hamilton, ON L8H 3Z3', 'Canada']",1846562b60f9d9469c055fed1d84898e
4,IjgiLzO1Zavr0xarKcyuTw,Shorty's Pizza,20.0,4.0,,548.9292370522697,"['1099 Cannon Street E', 'Hamilton, ON L8L 2J6', 'Canada']",1846562b60f9d9469c055fed1d84898e
5,oW4LmHyOPPI7piI-Jz5-Bw,Maipai,11.0,4.5,,1109.4227244091057,"['631 Barton Street E', 'Hamilton, ON L8L 3A1', 'Canada']",1846562b60f9d9469c055fed1d84898e
6,pcsS_FI0pmQgDjSaGg2ydQ,MERK,14.0,4.5,$$,862.5106225950246,"['189 Ottawa St N', 'Hamilton, ON L8H 3Z4', 'Canada']",1846562b60f9d9469c055fed1d84898e
7,VD1YD4oALbOUWUspR4_3fQ,Mancala Monk Board Game Cafe,7.0,5.0,,961.9939691505831,"['1229 Cannon Street E', 'Hamilton, ON L8H 1T8', 'Canada']",1846562b60f9d9469c055fed1d84898e
8,41GkM7fMd87uPDY1MFOVlg,Festival Café,5.0,4.5,,465.8049488616034,"['1013 King St E', 'Hamilton, ON L8M 1C9', 'Canada']",1846562b60f9d9469c055fed1d84898e
9,ciKjlKZPXRyZTixw7Pi49g,Hammerhead's On Ottawa,20.0,4.5,,1010.0256839533547,"['80 Ottawa Street N', 'Hamilton, ON L8H 3Z1', 'Canada']",1846562b60f9d9469c055fed1d84898e
10,sdF75N_Oc03ZG1qUqHUobw,Gage Park Diner,7.0,4.0,$$,690.8331054419123,"['975 Main Street E', 'Hamilton, ON L8M 1N2', 'Canada']",1846562b60f9d9469c055fed1d84898e
11,PUrIAfvclMBH20rtvjRehA,Mike's Subs,10.0,4.0,$,951.4302123827256,"['122 Ottawa Street N', 'Hamilton, ON L8H 3Z1', 'Canada']",1846562b60f9d9469c055fed1d84898e
12,kaoPyoYyyaUJhreSDQfycg,The Hearty Hooligan,7.0,4.5,,891.6752212170427,"['292 Ottawa Street N', 'Hamilton, ON L8H 3Z9', 'Canada']",1846562b60f9d9469c055fed1d84898e
13,yfOjLtmJifEnl25XK_Cdwg,Boardwalk Cheesesteaks,4.0,4.5,,905.2719963346227,"['131 Ottawa Street North', 'Hamilton, ON L8L 1Y5', 'Canada']",1846562b60f9d9469c055fed1d84898e
14,-QNX5oGOAJqvr6PahAp6bg,Golden Tenders,1.0,5.0,,391.4919062558168,"['1150 King Street E', 'Hamilton, ON L8M 1E8', 'Canada']",1846562b60f9d9469c055fed1d84898e
15,ujYeM5SgbiRuUiwnxbXvQA,Cafe Limoncello,29.0,2.5,$$,889.0958063480116,"['226 Ottawa St N', 'Hamilton, ON L8H 3Z6', 'Canada']",1846562b60f9d9469c055fed1d84898e
16,96tn_e5VR3b0478fegs6iQ,The Capitol Bar,5.0,4.5,,673.9324128165281,"['973 King Street E', 'Hamilton, ON L8M 1C3', 'Canada']",1846562b60f9d9469c055fed1d84898e
17,0Wnjw3NBomRUvnjNXYmrHw,The Taco Station,4.0,3.0,,427.5174150885265,"['Hamilton, ON L8M 3C3', 'Canada']",1846562b60f9d9469c055fed1d84898e
18,mI8NkQYtv5L3ldY-mi48kg,Hi-Line Centre Pizza & Wings,12.0,2.0,$,391.4919062558168,"['1150 King Street E', 'Hamilton, ON L8M 1E8', 'Canada']",1846562b60f9d9469c055fed1d84898e
19,YLPa-fjyQWRAoiBsQ_F0qg,KFC,5.0,1.0,$$,318.60479376500365,"['856 Barton Street East', 'Hamilton, ON L8L 3B4', 'Canada']",1846562b60f9d9469c055fed1d84898e
0,Q4oLgsU62VPR28pBm0vCXw,Earth To Table : Bread Bar,293.0,4.0,$$,427.71452012795567,"['258 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
1,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,$$,310.85742646004974,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
2,9oIPWjU3DvtSdORv6I2toQ,The Ship,209.0,4.0,$$,990.6950594329585,"['23 Augusta Street', 'Hamilton, ON L8N 1P6', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
3,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,349.06525614483303,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
4,wNHa-Hze5WuGQjFG9aqdFw,Tomah,7.0,5.0,,188.11040349579085,"['132 Queen Street S', 'Hamilton, ON L8P 3S2', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
5,6F_TjwC8F3OG_q1lGxgMFg,Aberdeen Tavern,78.0,4.0,$$$,977.5499467725655,"['432 Aberdeen Avenue', 'Hamilton, ON L8P 2S2', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
6,zH1IGA8_naVKv4WDqvSOIg,The West Town Bar & Grill,49.0,3.5,$$,350.8489812467343,"['214 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
7,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,$$,658.1966679471964,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
8,edfrEb-q4HkKIh0pv-bxcA,Queen's Pizza & Wings,58.0,2.5,$,51.688782542939926,"['178 Queen Street S', 'Hamilton, ON L8P 3S7', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
9,zldX2jhIDUBJzaEPYiSWUQ,Radius,93.0,3.0,$$$,919.9878378174822,"['151 James Street S', 'Hamilton, ON L8P 2Z5', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
10,ouKTL8ajZ2BGPRf33xwGWA,Pho Nhung,18.0,4.5,,943.7645782146626,"['85 Queen St N', 'Hamilton, ON L8R 2V5', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
11,xUy8292rGVB_picXiGeQoQ,Bronzie's Place,28.0,4.5,$$,935.7196365497671,"['201 James Street S', 'Hamilton, ON L8P 3A8', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
12,dxsrhzpSxY9wDGbZxhIjHQ,The Coop,43.0,4.0,$$,671.4795877322197,"['274-274 King Street W', 'Hamilton, ON L8P 1J6', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
13,ZgoVlQmApvjWt-0evoeoGQ,Moodys,13.0,4.0,,532.7871064135876,"['107 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
14,Fkm6WTO7-auG5V4NtzpvRA,Amigos,14.0,4.5,,531.0010631048856,"['109 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",630c0983a0b38edfc8772e7b45c8dab1
