,poi_id,name,review_count,rating,price,distance,full_address,station_id
8,ujYeM5SgbiRuUiwnxbXvQA,Cafe Limoncello,29.0,2.5,$$,312.66817633052324,"['226 Ottawa St N', 'Hamilton, ON L8H 3Z6', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
9,Sn0snibuo2rvXCMDYymN-w,Crown & Press,1.0,5.0,,106.4391581414586,"['303 Ottawa Street N', 'Hamilton, ON L8H 3Z8', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
10,Wetozj0m3UELjwT_3pvj5w,Papa Johns Pizza,5.0,2.0,,81.95510897674129,"['1096 Barton Street E', 'Hamilton, ON L8H 2V1', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
11,ciKjlKZPXRyZTixw7Pi49g,Hammerhead's On Ottawa,20.0,4.5,,775.8495112198842,"['80 Ottawa Street N', 'Hamilton, ON L8H 3Z1', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
12,4msY-ljhNX2vMig1gclzGA,The Indian Connection Pizza,1.0,5.0,,239.75931231236612,"['1022 Barton Street E', 'Hamilton, ON L8L 3E4', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
13,PUrIAfvclMBH20rtvjRehA,Mike's Subs,10.0,4.0,$,646.8342375591484,"['122 Ottawa Street N', 'Hamilton, ON L8H 3Z1', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
14,yfOjLtmJifEnl25XK_Cdwg,Boardwalk Cheesesteaks,4.0,4.5,,607.1142566294499,"['131 Ottawa Street North', 'Hamilton, ON L8L 1Y5', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
15,-4FG3MjEfA2lOIA3EjQWDw,Sunset Grill,13.0,3.5,$$,717.1756553494748,"['1299 Barton St E', 'Hamilton, ON L8H 2W1', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
16,BNAcQIsqR_p09FhjAk8-gA,Boston Pizza,11.0,2.5,$$,469.5080759747024,"['1219 Barton St E', 'Hamilton, ON L8H 2V4', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
17,94gmqxVnYkgp5TiLgRilAQ,Food Box,9.0,4.0,,955.578864583516,"['180 Kenilworth Avenue N', 'Hamilton, ON L8H 4S1', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
18,QcTFzyThioEhxMEKh-I9Hw,Mr Beast Burger,1.0,4.0,,320.9707259014745,"['224 Ottawa Street N', 'Hamilton, ON L8H 3Z6', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
19,gPo_FGlDBwiaTl8GZfMOwg,Ellis Kitchen,10.0,4.0,$,557.0440658083419,"['148 Ottawa Street N', 'Hamilton, ON L8H 3Z3', 'Canada']",75d70510a6ba5e0d9559620b06d7619f
0,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,$$,324.60504693666303,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
1,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,$$,306.0271415999623,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
2,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,$$$,349.0953778937174,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
3,JPsfA7czh0PusUKqpduDUA,Ajio Sushi,41.0,4.0,$$,9.223553491284042,"['161 King Street E', 'Hamilton, ON L8R 1J6', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
4,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,239.84794601504913,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
5,9oIPWjU3DvtSdORv6I2toQ,The Ship,209.0,4.0,$$,567.3166608934393,"['23 Augusta Street', 'Hamilton, ON L8N 1P6', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
6,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,$$$,365.11908328750525,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
7,GTAJyJuT_sE0byRLTdM5sA,Sapporo Japanese Restaurant,91.0,3.5,$$,194.01814118012302,"['96 Main St E', 'Hamilton, ON L8N 1G3', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
8,F62oIPt7-CwuYHJ6vXp-HQ,Black Forest Inn European Cuisine,54.0,4.0,$$,244.41159724668728,"['255 King Street E', 'Hamilton, ON L8N 1B9', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
9,SxE08BnAeJwJEaobIEGQ7Q,Shakespeare's Steak and Seafood,23.0,4.0,$$$,237.8724043835391,"['181 Main Street E', 'Hamilton, ON L8N 1H2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
10,8BWj3CORhDKsIkkpdeHL2Q,Homemade Noodles,7.0,4.5,,53.533134665210476,"['135 King Street E', 'Hamilton, ON L8N 1B2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
11,_Tl4-DH2ci_AVXq028__sg,Burrito Boyz,45.0,4.0,$,213.91752221827156,"['66 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
12,kB2-ZZWvtV7xESmPllib2A,Szechuan Noodle Bowl,10.0,4.0,$,111.300106884849,"['117 King St E', 'Hamilton, ON L8N 1A9', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
13,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,$$,522.9599248897058,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
14,L3zSyRZQEeRzAkkHLgAxtw,Lulu's Shawarma,38.0,4.5,$,222.1570069518897,"['32 John Street N', 'Hamilton, ON L8R 1H3', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
15,PAVNadox4HMXl-xdsjbjhg,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,41.0,4.0,$$,315.9285216817517,"['43 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
16,XYZirPf2pYh4BAHb9GbtVA,Diplomat,22.0,4.0,$$$,315.92374730791136,"['43 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
17,CH4A4Aa--t0A7bP1VfkMrA,Charred Chicken,118.0,4.0,$$,854.0353841028215,"['244 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
18,Cg0WEknzjnguRylTcf1pEQ,Kenzo,25.0,4.0,,343.86435500539983,"['21 King Street E', 'Hamilton, ON L8N 1A1', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
19,5Rk-xTpg7w7BqJU9e81oeg,Denninger's Foods of the World,22.0,4.0,$,321.445167158269,"['284 King Street E', 'Hamilton, ON L8N 1B7', 'Canada']",151be2bf06833b79e5c91f2f3b11cc30
0,srtIvKvLQFTY9F8WJCAD0A,Caribbean & Canadian Restaurant,20.0,4.5,$$,946.7689466586834,"['568 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",188b072a8eb403dc6a462878fc7211c4
1,BqkJd5ZI96-kpX0RHx717w,Culantro Peruvian Cookery,23.0,3.5,$$,1010.04172029421,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",188b072a8eb403dc6a462878fc7211c4
2,sdF75N_Oc03ZG1qUqHUobw,Gage Park Diner,7.0,4.0,$$,928.9323775825975,"['975 Main Street E', 'Hamilton, ON L8M 1N2', 'Canada']",188b072a8eb403dc6a462878fc7211c4
3,41GkM7fMd87uPDY1MFOVlg,Festival Café,5.0,4.5,,1004.1170979700705,"['1013 King St E', 'Hamilton, ON L8M 1C9', 'Canada']",188b072a8eb403dc6a462878fc7211c4
4,1ZK0kM9oCX5wIM8TIcSSYg,Punjabi Shaan,2.0,5.0,,1012.7921867718867,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",188b072a8eb403dc6a462878fc7211c4
5,pkz5m1bZCBoouPeS5Cva2Q,Saha,1.0,5.0,,496.8665851757373,"['28 Eastbourne Avenue', 'Hamilton, ON L8M 2M7', 'Canada']",188b072a8eb403dc6a462878fc7211c4
6,XjV0R0eLX8FiUOIMB5FXFQ,Speedy Subs,6.0,5.0,$,969.3588347705333,"['562 Concession Street', 'Hamilton, ON L8V 1A9', 'Canada']",188b072a8eb403dc6a462878fc7211c4
7,wlufwmljT2C1eNKgbF3tng,Big Top Family Restaurant,19.0,3.0,$,483.12571929868636,"['754 Main Street East', 'Hamilton, ON L8R 2J9', 'Canada']",188b072a8eb403dc6a462878fc7211c4
8,JGTS8uZC9XwYtwISDom6-w,Heal,2.0,4.5,,913.2749488826415,"['584 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",188b072a8eb403dc6a462878fc7211c4
9,-QNX5oGOAJqvr6PahAp6bg,Golden Tenders,1.0,5.0,,1055.0497200029045,"['1150 King Street E', 'Hamilton, ON L8M 1E8', 'Canada']",188b072a8eb403dc6a462878fc7211c4
10,VvopKkquIQtfHPcof1tABw,Jerusalem Pita,3.0,3.5,,569.0369501487809,"['760 Concession Street', 'Hamilton, ON L8V 1C7', 'Canada']",188b072a8eb403dc6a462878fc7211c4
11,szEDv2mCXuTS030AXlsKCQ,Mimi’s Asian Gourmet,1.0,4.0,,980.625463356663,"['971 King Street E', 'Hamilton, ON L8M 1C3', 'Canada']",188b072a8eb403dc6a462878fc7211c4
12,c0Yngq4HAiQ8dW8963-YFA,The Dirty South,1.0,5.0,,890.8147217486228,"['590 Concession Street', 'Hamilton, ON L8V 2W5', 'Canada']",188b072a8eb403dc6a462878fc7211c4
13,DVJ6ZbgTx47SVoIojBSoSA,Pita Pit,1.0,1.0,,580.2272116422389,"['798 Concession Street', 'Hamilton, ON L8V 3T1', 'Canada']",188b072a8eb403dc6a462878fc7211c4
14,oGZGV89ZnJR0ex2Wsjn9Bw,Cadillac Jax Bar & Grill,2.0,5.0,,1014.8107110465993,"['532 Main Street E', 'Hamilton, ON L8M 1J1', 'Canada']",188b072a8eb403dc6a462878fc7211c4
15,OZEs_9VfTyeBEXHWyA5TuQ,Bruno's Pizza & Wings,5.0,3.0,$$,491.0613676143334,"['718 Main Street E', 'Hamilton, ON L8M 1K9', 'Canada']",188b072a8eb403dc6a462878fc7211c4
16,0Wnjw3NBomRUvnjNXYmrHw,The Taco Station,4.0,3.0,,1005.2221008022038,"['Hamilton, ON L8M 3C3', 'Canada']",188b072a8eb403dc6a462878fc7211c4
17,fd5OSf950SIhLYM9VqBOcA,Stoneroads Bar & Grill,6.0,1.5,$,1002.992996252368,"['533 Concession Street', 'Hamilton, ON L8V 1A8', 'Canada']",188b072a8eb403dc6a462878fc7211c4
18,yPe2YrEm2NXFznD8DSOw0w,Connaught Fish & Chips,6.0,3.5,$,846.1728598403664,"['976 Main Street E', 'Hamilton, ON L8M 1M8', 'Canada']",188b072a8eb403dc6a462878fc7211c4
19,6SFt2-N1L7kKhQj0g-Zvcw,Tall Tree Sandwich Company,1.0,5.0,,979.0686607678501,"['1000 King St E', 'Hamilton, ON L8M 1C8', 'Canada']",188b072a8eb403dc6a462878fc7211c4
0,srtIvKvLQFTY9F8WJCAD0A,Caribbean & Canadian Restaurant,20.0,4.5,$$,1130.4648675245273,"['568 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
1,pkz5m1bZCBoouPeS5Cva2Q,Saha,1.0,5.0,,82.40893365176191,"['28 Eastbourne Avenue', 'Hamilton, ON L8M 2M7', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
2,BqkJd5ZI96-kpX0RHx717w,Culantro Peruvian Cookery,23.0,3.5,$$,589.6550342393163,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
3,wlufwmljT2C1eNKgbF3tng,Big Top Family Restaurant,19.0,3.0,$,195.4639977008572,"['754 Main Street East', 'Hamilton, ON L8R 2J9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
4,OZEs_9VfTyeBEXHWyA5TuQ,Bruno's Pizza & Wings,5.0,3.0,$$,108.77137717794943,"['718 Main Street E', 'Hamilton, ON L8M 1K9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
5,41GkM7fMd87uPDY1MFOVlg,Festival Café,5.0,4.5,,770.6633833948017,"['1013 King St E', 'Hamilton, ON L8M 1C9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
6,1ZK0kM9oCX5wIM8TIcSSYg,Punjabi Shaan,2.0,5.0,,589.5700071544828,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
7,lNV4SuxkSSOxG-zpsn-5JQ,Fishing Sushi,3.0,5.0,,1181.802402115367,"['542 Concession Street', 'Hamilton, ON L8V 1A9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
8,96tn_e5VR3b0478fegs6iQ,The Capitol Bar,5.0,4.5,,711.1841653123884,"['973 King Street E', 'Hamilton, ON L8M 1C3', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
9,XjV0R0eLX8FiUOIMB5FXFQ,Speedy Subs,6.0,5.0,$,1138.2890515698218,"['562 Concession Street', 'Hamilton, ON L8V 1A9', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
10,JGTS8uZC9XwYtwISDom6-w,Heal,2.0,4.5,,1115.1809377788077,"['584 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
11,szEDv2mCXuTS030AXlsKCQ,Mimi’s Asian Gourmet,1.0,4.0,,632.1004602675685,"['971 King Street E', 'Hamilton, ON L8M 1C3', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
12,E_9NmcXyaI11v53LxxFhLg,Burger Bus Hamilton,1.0,5.0,,822.9633763902784,"['126 Sanford Avenue N', 'Hamilton, ON L8L 5Z3', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
13,oGZGV89ZnJR0ex2Wsjn9Bw,Cadillac Jax Bar & Grill,2.0,5.0,,609.2199076385604,"['532 Main Street E', 'Hamilton, ON L8M 1J1', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
14,jbV15x2d_sVm_eH2XaULlw,Giuseppe's Italian Cuisine & Pizza,5.0,4.0,,415.7103462465035,"['762 King Street E', 'Hamilton, ON L8M 1A6', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
15,c0Yngq4HAiQ8dW8963-YFA,The Dirty South,1.0,5.0,,1113.3255413589688,"['590 Concession Street', 'Hamilton, ON L8V 2W5', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
16,MKRBgXFNPIfELH9rnzEILg,Apllada Greek Fusion Restaurant,1.0,5.0,,798.9561263040433,"['635 King St E', 'Hamilton, ON L8N 1E5', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
17,6SFt2-N1L7kKhQj0g-Zvcw,Tall Tree Sandwich Company,1.0,5.0,,738.910026243873,"['1000 King St E', 'Hamilton, ON L8M 1C8', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
18,GOKjRtddiIJ5oVUriEzIeg,Queen's Pizza & Wings,6.0,1.0,$,334.61782015360075,"['838 King Street E', 'Hamilton, ON L8M 1B4', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
19,fd5OSf950SIhLYM9VqBOcA,Stoneroads Bar & Grill,6.0,1.5,$,1153.2222276566772,"['533 Concession Street', 'Hamilton, ON L8V 1A8', 'Canada']",dfaa61d3929e4c18b049cce2086faa26
0,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,1293.0592077944839,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
1,BSDejNjRUruXQxRA--9DUA,The Famous Owl Of Minerva,25.0,4.0,,533.2921298367448,"['309 Main Street E', 'Hamilton, ON L8N 1H8', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
2,F62oIPt7-CwuYHJ6vXp-HQ,Black Forest Inn European Cuisine,54.0,4.0,$$,878.2930403885865,"['255 King Street E', 'Hamilton, ON L8N 1B9', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
3,GTAJyJuT_sE0byRLTdM5sA,Sapporo Japanese Restaurant,91.0,3.5,$$,1124.0236590370032,"['96 Main St E', 'Hamilton, ON L8N 1G3', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
4,SxE08BnAeJwJEaobIEGQ7Q,Shakespeare's Steak and Seafood,23.0,4.0,$$$,857.6403052473095,"['181 Main Street E', 'Hamilton, ON L8N 1H2', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
5,JPsfA7czh0PusUKqpduDUA,Ajio Sushi,41.0,4.0,$$,1093.9912218793206,"['161 King Street E', 'Hamilton, ON L8R 1J6', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
6,srtIvKvLQFTY9F8WJCAD0A,Caribbean & Canadian Restaurant,20.0,4.5,$$,851.0174436089603,"['568 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
7,L3zSyRZQEeRzAkkHLgAxtw,Lulu's Shawarma,38.0,4.5,$,1315.3380414863816,"['32 John Street N', 'Hamilton, ON L8R 1H3', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
8,_Tl4-DH2ci_AVXq028__sg,Burrito Boyz,45.0,4.0,$,1284.6558033849283,"['66 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
9,8BWj3CORhDKsIkkpdeHL2Q,Homemade Noodles,7.0,4.5,,1148.239141371302,"['135 King Street E', 'Hamilton, ON L8N 1B2', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
10,5Rk-xTpg7w7BqJU9e81oeg,Denninger's Foods of the World,22.0,4.0,$,793.1226987946883,"['284 King Street E', 'Hamilton, ON L8N 1B7', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
11,BqkJd5ZI96-kpX0RHx717w,Culantro Peruvian Cookery,23.0,3.5,$$,564.4230211226526,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
12,kB2-ZZWvtV7xESmPllib2A,Szechuan Noodle Bowl,10.0,4.0,$,1205.8249427579556,"['117 King St E', 'Hamilton, ON L8N 1A9', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
13,DeIdmVqOmcLl3zEmwROiBw,Cafe Oranje,23.0,4.0,$,752.3241274696585,"['312 King Street E', 'Hamilton, ON L8N 1C2', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
14,bXaSThGisMjuy6_6WiQihQ,Plaza Pizza & Wings,12.0,4.5,$,949.5956546527976,"['90 Wellington Street N', 'Hamilton, ON L8R 1N1', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
15,zobR2C2urvWgWce65SUwPQ,John Street Diner,30.0,4.0,$,1327.7125365506704,"['29 John Street N', 'Hamilton, ON L8R', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
16,Bd6XpQEecX2Zdu1GEkdDnQ,Cowabunga,8.0,4.5,,1320.7231813378055,"['536 Upper Wellington Street', 'Hamilton, ON L9A 3P5', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
17,c-H6M3ZYh86IsKQarfchUA,193 Bench Kitchen,6.0,5.0,,1029.3110212771292,"['193 King Street E', 'Hamilton, ON L8N 1B3', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
18,lNV4SuxkSSOxG-zpsn-5JQ,Fishing Sushi,3.0,5.0,,793.9907828887818,"['542 Concession Street', 'Hamilton, ON L8V 1A9', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
19,J4nsTwDoNwUIPT5LrlTfMg,Em Oi,5.0,4.5,,1346.805421194399,"['542 Upper Wellington Street', 'Hamilton, ON L9A 3P5', 'Canada']",25e0a23ac089f5c5d951f4b5f26cf224
0,srtIvKvLQFTY9F8WJCAD0A,Caribbean & Canadian Restaurant,20.0,4.5,$$,454.47113800771683,"['568 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",54ebd23b9e946b9644567796823f84ce
1,SxE08BnAeJwJEaobIEGQ7Q,Shakespeare's Steak and Seafood,23.0,4.0,$$$,1292.953639292211,"['181 Main Street E', 'Hamilton, ON L8N 1H2', 'Canada']",54ebd23b9e946b9644567796823f84ce
2,BSDejNjRUruXQxRA--9DUA,The Famous Owl Of Minerva,25.0,4.0,,962.9517103651957,"['309 Main Street E', 'Hamilton, ON L8N 1H8', 'Canada']",54ebd23b9e946b9644567796823f84ce
3,5Rk-xTpg7w7BqJU9e81oeg,Denninger's Foods of the World,22.0,4.0,$,1230.4367586927026,"['284 King Street E', 'Hamilton, ON L8N 1B7', 'Canada']",54ebd23b9e946b9644567796823f84ce
4,BqkJd5ZI96-kpX0RHx717w,Culantro Peruvian Cookery,23.0,3.5,$$,636.6776835987566,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",54ebd23b9e946b9644567796823f84ce
5,DeIdmVqOmcLl3zEmwROiBw,Cafe Oranje,23.0,4.0,$,1188.7249007649075,"['312 King Street E', 'Hamilton, ON L8N 1C2', 'Canada']",54ebd23b9e946b9644567796823f84ce
6,lNV4SuxkSSOxG-zpsn-5JQ,Fishing Sushi,3.0,5.0,,432.16797313334644,"['542 Concession Street', 'Hamilton, ON L8V 1A9', 'Canada']",54ebd23b9e946b9644567796823f84ce
7,XjV0R0eLX8FiUOIMB5FXFQ,Speedy Subs,6.0,5.0,$,437.0773558918943,"['562 Concession Street', 'Hamilton, ON L8V 1A9', 'Canada']",54ebd23b9e946b9644567796823f84ce
8,JGTS8uZC9XwYtwISDom6-w,Heal,2.0,4.5,,474.42127237558185,"['584 Concession Street', 'Hamilton, ON L8V 1B1', 'Canada']",54ebd23b9e946b9644567796823f84ce
9,1ZK0kM9oCX5wIM8TIcSSYg,Punjabi Shaan,2.0,5.0,,643.0662726850113,"['537 Main Street E', 'Hamilton, ON L8M 1H9', 'Canada']",54ebd23b9e946b9644567796823f84ce
10,c0Yngq4HAiQ8dW8963-YFA,The Dirty South,1.0,5.0,,505.4813504366739,"['590 Concession Street', 'Hamilton, ON L8V 2W5', 'Canada']",54ebd23b9e946b9644567796823f84ce
11,U6vT7Xdv24mhYQJ3C7nOsw,HFC,4.0,2.5,$,513.1819443867232,"['600 Concession Street', 'Hamilton, ON L8V 1B2', 'Canada']",54ebd23b9e946b9644567796823f84ce
12,v-viHlrA7TJdxm1DLrnYsA,La Cantina Ristorante Italiano,24.0,3.0,$$$,1354.0837428763605,"['60 Walnut Street S', 'Hamilton, ON L8N 2L1', 'Canada']",54ebd23b9e946b9644567796823f84ce
13,pkz5m1bZCBoouPeS5Cva2Q,Saha,1.0,5.0,,806.3445207141195,"['28 Eastbourne Avenue', 'Hamilton, ON L8M 2M7', 'Canada']",54ebd23b9e946b9644567796823f84ce
14,oGZGV89ZnJR0ex2Wsjn9Bw,Cadillac Jax Bar & Grill,2.0,5.0,,607.9955417085139,"['532 Main Street E', 'Hamilton, ON L8M 1J1', 'Canada']",54ebd23b9e946b9644567796823f84ce
15,fd5OSf950SIhLYM9VqBOcA,Stoneroads Bar & Grill,6.0,1.5,$,419.4769459036937,"['533 Concession Street', 'Hamilton, ON L8V 1A8', 'Canada']",54ebd23b9e946b9644567796823f84ce
16,MKRBgXFNPIfELH9rnzEILg,Apllada Greek Fusion Restaurant,1.0,5.0,,849.4630706358381,"['635 King St E', 'Hamilton, ON L8N 1E5', 'Canada']",54ebd23b9e946b9644567796823f84ce
17,VvopKkquIQtfHPcof1tABw,Jerusalem Pita,3.0,3.5,,963.0382859531309,"['760 Concession Street', 'Hamilton, ON L8V 1C7', 'Canada']",54ebd23b9e946b9644567796823f84ce
18,DVJ6ZbgTx47SVoIojBSoSA,Pita Pit,1.0,1.0,,1087.7162591237384,"['798 Concession Street', 'Hamilton, ON L8V 3T1', 'Canada']",54ebd23b9e946b9644567796823f84ce
19,wlufwmljT2C1eNKgbF3tng,Big Top Family Restaurant,19.0,3.0,$,1031.2681525013047,"['754 Main Street East', 'Hamilton, ON L8R 2J9', 'Canada']",54ebd23b9e946b9644567796823f84ce
0,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,$$$,545.1145832895984,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
1,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,$$,522.7511255396398,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
2,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,$$,499.4413679750877,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
3,SxE08BnAeJwJEaobIEGQ7Q,Shakespeare's Steak and Seafood,23.0,4.0,$$$,189.89830477138867,"['181 Main Street E', 'Hamilton, ON L8N 1H2', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
4,F62oIPt7-CwuYHJ6vXp-HQ,Black Forest Inn European Cuisine,54.0,4.0,$$,92.32289747127555,"['255 King Street E', 'Hamilton, ON L8N 1B9', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
5,9oIPWjU3DvtSdORv6I2toQ,The Ship,209.0,4.0,$$,770.3866977337051,"['23 Augusta Street', 'Hamilton, ON L8N 1P6', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
6,JPsfA7czh0PusUKqpduDUA,Ajio Sushi,41.0,4.0,$$,230.1249414056975,"['161 King Street E', 'Hamilton, ON L8R 1J6', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
7,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,$$$,564.9474424163583,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
8,5Rk-xTpg7w7BqJU9e81oeg,Denninger's Foods of the World,22.0,4.0,$,163.66568940107837,"['284 King Street E', 'Hamilton, ON L8N 1B7', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
9,8BWj3CORhDKsIkkpdeHL2Q,Homemade Noodles,7.0,4.5,,282.64527987317837,"['135 King Street E', 'Hamilton, ON L8N 1B2', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
10,wZr3xBFhGfYMY-mqwsQuNQ,Redchurch Cafe + Gallery,24.0,4.5,$,476.2921301537074,"['68 King Street E', 'Hamilton, ON L8N 1A6', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
11,GTAJyJuT_sE0byRLTdM5sA,Sapporo Japanese Restaurant,91.0,3.5,$$,405.56095801488937,"['96 Main St E', 'Hamilton, ON L8N 1G3', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
12,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,$$,660.2045896742608,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
13,DeIdmVqOmcLl3zEmwROiBw,Cafe Oranje,23.0,4.0,$,194.70667810753054,"['312 King Street E', 'Hamilton, ON L8N 1C2', 'Canada']",13e403b7b912d5c16f24a962a0dbf8f5
